en,cs,position,score,rel_score,ratio_score,index,correctness,freqs
tracking,navádění,4,0.5202595377239142,0.1075604031848961,0.8286763510104578,7099,no,260366
widow,vdovou,9,0.6281892320839735,0.0663574648000525,0.9044593184335123,5828,no,52867
fever,chřipkové,6,0.5497838910633874,0.0405464226088558,0.9313157029720692,7108,no,131504
surprised,nedozvěděl,5,0.607373416401455,0.0408614422141295,0.9369650649435975,5637,no,474850
chad,mcguinn,3,0.4630589860161041,0.0285547465123964,0.9419162960205936,7184,no,3030
screenplay,scenáristy,3,0.6694626757932665,0.0801560842880754,0.8930708667438131,6075,no,28645
rat,krysa,4,0.4283781924082721,0.0270077578152003,0.940692597560494,7314,yes,63749
idol,zpěvák,8,0.418319330371018,0.0460764892950453,0.9007818603359136,6419,no,36376
guatemala,guatemala,3,0.6605380319866919,0.0558601974945976,0.9220263322886164,6759,no,1227
ruth,parkerová,2,0.5273500030302151,0.0254501438999996,0.9539614017085049,5684,no,2530
treasure,pokladů,2,0.6163711433221506,0.060352314762419,0.9108168720303518,6831,no,139897
mutual,vzájemnost,9,0.4757050515143766,0.1496588902088548,0.7606851303315315,5843,no,224155
mit,anfängen,3,0.5810756966132203,0.1491985996332246,0.7956951238731881,5999,no,10874
precisely,takové,4,0.576857523179393,0.0699602383628571,0.891839336328603,7086,no,342738
beaten,dokráčel,3,0.5611934993423264,0.0241455196663469,0.9587495128767604,6507,no,123912
arcade,playstation,0,0.5811819099350108,0.0,1.0,6479,no,45634
lebanese,arabské,6,0.6052660315822807,0.097373370883907,0.8614177193278129,7063,no,1405
surrender,kapitulací,2,0.6472788100526182,0.0795775476741205,0.8905181927237986,5982,no,91229
disabled,postiženým,5,0.4662855851935985,0.0202375494457204,0.9584037263495736,6626,no,210179
widow,manželu,2,0.6632995556056647,0.0312471412783613,0.9550107409357114,5828,no,52867
petition,zamítnutí,4,0.5718584813720089,0.0683860221632566,0.8931876466168056,7230,no,149386
curve,úsečka,4,0.5171178633326592,0.0127560168056772,0.975926315140601,6147,no,154360
earn,obdržet,8,0.5009422166071713,0.0426807884832818,0.9214882591729536,5893,no,516153
chambers,komorová,9,0.4370695301130576,0.1713786255203754,0.7183348754801312,6295,no,54131
unified,sjednocení,5,0.4402022277255144,0.0269590204258495,0.942291830641923,6568,no,78099
terror,teroristickém,9,0.5200430526605211,0.0709886157910344,0.8798903348495393,6578,no,140627
breast,karcinomu,8,0.5419642875505193,0.0820416378805044,0.8685242646953468,7144,no,454167
rhine,porúří,9,0.563785639552235,0.1011585646831554,0.8478690933181737,6740,no,291
jesse,jared,7,0.5254181226378257,0.0602874536548181,0.8970686705145933,6053,no,2748
stationed,velel,6,0.6215717030233654,0.0294611256820351,0.9547470966393208,6994,no,41580
ports,přístavech,3,0.5788837383109536,0.0594490583404622,0.9068682376147336,5821,no,129823
dot,tečky,2,0.4335807873266263,0.0356587320855528,0.9240073979058224,7193,no,93095
nonetheless,ovšem,5,0.714658283620665,0.0741031708247104,0.9060512270128404,7049,no,256667
chelsea,fulham,7,0.5922585061372992,0.1757325240506801,0.7711789368065061,6081,no,4241
boarding,docházku,6,0.5018762197744208,0.0795390287566619,0.8631975529406677,7043,no,75344
jamie,fitzpatrick,5,0.5744326633925401,0.0800832554253574,0.8776450608413108,5899,no,3726
survival,přežít,2,0.5509201954081904,0.142356036474095,0.7946618823386025,5823,no,249337
reveal,vycítit,9,0.564968021563757,0.1114021262413128,0.8352941409332882,6067,no,308012
yugoslav,jugoslávsko,1,0.740386813090816,0.0449842826154788,0.9427222584821208,6911,no,112
glacier,ledovcovým,5,0.5361430744223052,0.0505294519188954,0.9138711126733275,5647,no,23482
theodore,frederick,9,0.4710080147533386,0.0990774383300816,0.8262059875511616,6770,no,1392
arcade,xbox,4,0.5409648229019477,0.0402170870330631,0.9308012063941212,6479,no,45634
dylan,youngblood,7,0.5145926611651024,0.1060853559841225,0.8290814995005419,6942,no,8805
collect,nasbírat,3,0.543164120317345,0.0510901469559347,0.9140264533726268,5687,no,370651
bots,mediawiki,0,0.5526002839199001,0.0,1.0,6954,no,23643
duration,prodlevě,4,0.5507473485073662,0.1512634355328522,0.7845283306585411,6198,no,250646
decorated,zdoben,2,0.6321002278611385,0.0465234102208014,0.931444459623754,5900,no,124112
varieties,meruňky,8,0.5342696979979789,0.0777225865192707,0.8730007085292264,6536,no,245288
settle,usadit,0,0.5770353226355271,0.0,1.0,6633,yes,262045
dozens,několik,1,0.625131911524472,0.0154006565823984,0.975956481607304,6801,no,183094
iceland,švédsko,4,0.5832348191785028,0.0848634750248313,0.8729775606955773,5784,no,1304
surgeon,oftalmolog,9,0.6378831697663252,0.1101034995025072,0.8528001847811875,6743,no,148658
suburban,příměstských,4,0.6262999213235467,0.0422627620124469,0.9367856402012086,6459,no,61497
rotation,rotací,2,0.5930251365645455,0.0230793069723546,0.9625399439746576,6689,no,112783
workshops,seminářů,3,0.5554019287820676,0.0710081415380481,0.886642720316165,7202,no,244888
plymouth,exeter,8,0.5523478544088369,0.0617966410622549,0.8993776847012973,6161,no,2021
cliff,skaliska,3,0.4777011671083324,0.0308465403437885,0.939343861172174,6142,no,55687
lightning,hurricanes,3,0.4432987789369835,0.0680307497760267,0.8669532151854078,6446,no,78180
honest,poctivé,4,0.5743420970741617,0.024887871841182,0.9584669106482924,6685,no,443985
estonian,norské,7,0.5616729867992125,0.1333663441701373,0.8081168385332447,6671,no,187
throwing,trefí,8,0.5023931619995343,0.0412960202310951,0.9240448006310016,6944,no,201749
highland,appalačského,9,0.4462013093262863,0.0387862363594478,0.9200263249964344,6787,no,7166
morrison,morrison,1,0.6167420542090156,0.0179357652422502,0.9717403622868728,6620,yes,2258
defining,definování,0,0.6646817008199417,0.0,1.0,6184,yes,116062
developments,výstavby,2,0.5325494245940856,0.0282049535232928,0.9497017685033768,5670,no,270376
lucy,walkerová,3,0.5778114133749275,0.0172230607073831,0.9710553565254428,6174,no,4034
saxon,francké,1,0.5374093680482621,0.0144471362172484,0.9738208463512144,6514,no,1671
sculptor,grafik,6,0.6728485420902865,0.1606352856926081,0.8072724624784798,6117,no,19123
intensity,amplitudu,8,0.5386668059207627,0.1428620213346281,0.7903800754695104,6997,no,195730
lunar,saturnova,8,0.5707354145052975,0.0880451352474195,0.8663513437358334,7337,no,47698
penalties,pokutového,4,0.5713440947020442,0.0378528567896246,0.9378643364893096,6867,no,145023
pale,okrově,6,0.606575473979504,0.0370485600419341,0.9424375752247,6234,no,104942
everyday,každodenní,1,0.5858572645983343,0.0129145488427496,0.978431601901013,7250,yes,515693
laser,laserové,2,0.6079678798553549,0.0136861579350189,0.9779842853049496,6115,yes,285707
trainer,jednomístný,5,0.4724910462513629,0.0453878058561749,0.912358255851795,6877,no,182315
cooperative,nezisková,6,0.469309992094383,0.081221424609406,0.8524672304884884,7329,no,90412
births,narozených,0,0.5271115594838759,0.0,1.0,6421,no,34762
bengali,bengálština,5,0.4964687623661747,0.0541048079323904,0.9017301032030096,7263,no,924
algebra,algebraická,4,0.6705150128137316,0.0118374578055489,0.982651989528512,7173,no,22084
encounter,souboji,9,0.5228329186685339,0.0636405147590053,0.8914861080968839,6059,no,325382
neighbouring,sousedícím,7,0.5537565317407915,0.0836220240024721,0.8688032045493619,6526,no,40535
trips,výletů,1,0.6575130216548548,0.011904573362498,0.9822165215687384,7331,no,298509
terminology,terminologická,6,0.578205644402362,0.0965034549139178,0.8569702779883802,6614,no,74937
ahmad,sajjid,0,0.6021461606947773,0.0,1.0,6299,no,716
precise,nepřesné,5,0.6101344882107986,0.1222660762510942,0.833061193308985,7031,no,245627
enhanced,vylepšen,6,0.5488762510923342,0.0448391926862857,0.9244769642492152,6860,no,263743
vcard,#f,8,0.6022961664195954,0.0578012155612199,0.91243532069803,5957,no,309
brighton,wolverhampton,0,0.6161914050001472,0.0,1.0,6617,no,2657
rescued,zachrání,1,0.6299183515432246,0.0090832298731927,0.9857852779439782,6011,no,59230
precise,přesné,0,0.7324005644618928,0.0,1.0,7031,yes,245627
carpenter,carpenter,3,0.5006638121032364,0.0036316256996034,0.9927986148051904,7229,no,23924
committees,předsedala,6,0.6020145173673936,0.0604265043695151,0.9087820615168458,6503,no,108685
unanimous,jednomyslně,2,0.4868571192282253,0.0168495668698441,0.9665488520703026,7365,yes,33985
clothes,oblečená,6,0.6016175473325335,0.1157717758519875,0.8386207152650784,6858,no,638022
implement,optimalizovat,1,0.6241100257038279,0.0725539526875314,0.8958551684341954,6742,no,402948
swing,rhythm,9,0.4461785988754519,0.040112992145041,0.9175124701192896,5829,no,239478
counted,započítán,2,0.5342115903800737,0.0178210924284198,0.967717323659617,7197,no,108524
angry,naštvaný,4,0.6080435583830588,0.0217837634090038,0.9654131177621478,6245,yes,265826
carroll,hampson,8,0.5554300948851545,0.0789713990774967,0.8755182643341222,6527,no,1311
kills,zastřelí,5,0.6336162461631467,0.116802029122296,0.8443507668068623,5756,no,89966
triangle,pětiúhelník,7,0.5130095463239325,0.0462596651176057,0.9172855144334344,6093,no,59398
fluid,tekutin,6,0.640915901039847,0.0356654297643754,0.9472858204319922,6099,no,225545
lyon,montargis,0,0.588769078160951,0.0,1.0,6340,no,1236
grid,souřadnicových,7,0.4423510690521088,0.0275200054422335,0.941430730819407,5688,no,166663
compounds,uhlovodíku,9,0.692716910426545,0.0962859954149374,0.8779649672997756,6107,no,144323
kit,mustang,6,0.404198982421539,0.0267865677855683,0.937848107035848,6309,no,288807
unused,nevyužita,3,0.469805768482662,0.0177826271515996,0.963529429102865,6718,no,59608
conferences,konferencie,7,0.6068856599020256,0.119762187654171,0.8351853816715407,5837,no,169878
chang,jing,9,0.6520918571298769,0.0399063260229829,0.942331747402626,7180,no,3806
developers,programátorům,8,0.6019887750498492,0.0921322469383216,0.8672677472374669,6216,no,367394
recommend,domnívám,5,0.6054059856067429,0.0265216254308842,0.9580305956447518,5682,no,771284
nurse,ošetřovatelka,3,0.5858594563327538,0.0143926378310024,0.976022344659949,6485,no,203370
quarters,jídelnu,0,0.4861149942842452,0.0,1.0,6708,no,133036
wagner,holzmann,8,0.5332012192697553,0.1141388433515935,0.8236802417428053,6557,no,1247
aggregate,dvojutkání,4,0.4950361142760447,0.0218403369094985,0.9577455369471678,6348,no,83864
destroyer,torpédoborce,3,0.728043335821138,0.0152922466580447,0.9794275331108976,6237,no,11629
sustainable,udržitelný,0,0.7137606760684628,0.0,1.0,6080,yes,371619
edmonton,toronto,0,0.6372801558760685,0.0,1.0,5669,no,4586
mechanisms,mechanismus,3,0.6934965528165364,0.0611293969342743,0.9189937783686604,7350,yes,187087
exhibit,vystavovány,5,0.5506607607858407,0.0407559771824295,0.9310875486506504,5792,no,215828
arbitrators,arbitry,2,0.6269433581350676,0.0052620199363471,0.9916767238640088,5946,no,7500
clients,klientu,8,0.5693025210140934,0.1248539334205403,0.8201357451581582,5846,no,1475341
collect,posbírat,2,0.5595982532461733,0.0346560140271063,0.9416815058205226,5687,no,370651
morrison,mcculloch,6,0.5817404870170472,0.0529373324342187,0.9165918032554098,6620,no,2258
defenders,obráncům,2,0.5551822424885204,0.0482653225683498,0.9200173712461642,6091,no,48721
portions,převážná,4,0.4989879977101698,0.1119694350934801,0.8167312007652341,6006,no,142431
licence,licencované,9,0.5381557517304618,0.1750744880767905,0.7545329988755052,6265,no,102241
hey,promiň,4,0.5248522203662396,0.0148875454748698,0.97241717876453,6294,no,138190
abstract,abstrakt,6,0.6486969301943264,0.0550066205995641,0.9218326800575216,5863,no,137841
northeastern,severovýchodě,8,0.7094325425387864,0.0612207320867123,0.9205599533506652,5763,no,22339
deliver,zajistit,4,0.5382044892708895,0.0296780873705462,0.9477390422046966,6666,no,709685
carpenter,beckford,7,0.4889043604873687,0.015391077315471,0.9694800385612682,7229,no,23924
bros,disneyho,8,0.5315688405349357,0.0532404091594098,0.9089610686095744,5760,no,6474
dale,shanks,9,0.5100961859644909,0.0438443852214952,0.9208500198358384,6167,no,3913
bills,státovky,2,0.3844121261311504,0.0116183251928841,0.9706630508991392,5646,no,483289
viola,violoncello,1,0.7088874520638602,0.0048000495829806,0.9932742978237612,6618,no,9546
arrow,meč,4,0.4401628549034021,0.0221825923205181,0.9520216053738392,7025,no,80144
compact,compact,7,0.4830338976413308,0.0785846870356606,0.860074632179671,6280,no,220023
activated,reaktivaci,7,0.5470749159229462,0.08485978090655,0.8657143193239693,6700,no,95196
budapest,szombathelyi,7,0.6156606182851512,0.0927679108915813,0.8690511363236779,6271,no,1009
toll,křižovatku,4,0.4333551422531034,0.0486771542857681,0.8990168197540208,6399,no,122745
assists,doskoky,9,0.5187071991633084,0.1995341092854914,0.7221907081389829,5871,no,165616
destination,turisty,4,0.5176414707944059,0.0725937163817631,0.8770088297699271,5691,no,393635
customer,zákaznice,4,0.6526382986678896,0.0915725330523978,0.8769535067895713,5748,yes,1439964
ghana,ghaně,8,0.5240333817422174,0.0839177688065078,0.8619662636862103,5775,no,3253
nacional,universidade,8,0.6193342929795107,0.0733789456489998,0.8940702421188291,6036,no,426
ports,přístavišť,8,0.5458170750535268,0.092515721597889,0.8550666328234886,5821,no,129823
performs,vzorkuje,8,0.5115418658826438,0.0511883476653775,0.9090357218557108,7218,no,138111
biographies,životopisu,6,0.6145122338325687,0.0569178396767232,0.9152289390625044,7411,no,20618
attract,lákají,7,0.5216455283074047,0.1545400627905638,0.7714531855971278,7048,no,346464
dear,„můj,8,0.4863541801267876,0.0206608681550195,0.9592499902615594,6854,no,208756
chilean,peruánské,2,0.6499567445279306,0.0692387851618989,0.903727453378694,6293,no,679
biographies,biografií,1,0.65456103849895,0.0168690350103419,0.9748759615097752,7411,no,20618
mess,teď,0,0.5502244336939937,0.0,1.0,6795,no,244829
arch,oblouky,3,0.4874718807143463,0.0617197367469646,0.8876171179883083,5720,no,62120
accounting,mzdové,7,0.5526622677798324,0.0829522047891709,0.869492894877145,6528,no,314871
holmes,mcbain,8,0.5254914392314929,0.0237961866008131,0.95667809453243,5806,no,4121
explore,cestovat,8,0.5296667775375405,0.0967419154225879,0.8455610266750471,7017,no,559188
evident,zřejmý,9,0.5604413850068449,0.069115623991089,0.8902154642022009,7359,no,195808
loading,nabíjecí,0,0.53668809047246,0.0,1.0,7391,no,130271
erik,fredrik,1,0.5925441823923597,0.0731231041448481,0.8901506719291652,6986,no,1205
aids,hiv/aids,2,0.5195944211952513,0.056594621022005,0.9017776860104436,6204,no,142028
translations,překladům,3,0.7062933416525484,0.1020793373556868,0.8737224302521895,6520,no,54740
locality,lokalita,0,0.5424686890188746,0.0,1.0,6899,yes,36077
paradise,nightfall,2,0.4679940817400716,0.0368609710112795,0.9269870216998024,6542,no,88552
admission,akreditací,5,0.4566087794201307,0.0238453581749503,0.9503691272296904,7083,no,191830
collector,starožitník,1,0.4967131006807042,0.1095550654233198,0.8192960284764114,6852,no,96798
quarterly,časopisecké,7,0.5470032906714889,0.0764460954378533,0.877382034306076,7219,no,91996
diploma,magisterský,2,0.6756682550094073,0.0136655560985465,0.980175706053672,7223,no,80053
mph,rychlostí,5,0.6107688237276974,0.1302593415129964,0.8242180963922109,5793,no,107262
crashed,havarovalo,1,0.7259018040163425,0.0416914914500529,0.9456854408496091,6775,no,68819
priority,prioritní,1,0.5969392473061796,0.0172057496536159,0.9719842223924484,6677,yes,344855
afternoon,večer,7,0.6917381550186164,0.0816210607514635,0.8944590572051454,5811,no,532017
tin,měď,0,0.4971120734919035,0.0,1.0,7010,no,86913
acre,pozemek,5,0.499919604710335,0.0758098171032332,0.8683238788380319,7395,no,69194
legends,legend,1,0.6614770965080892,0.051967058800991,0.9271602992129389,6152,yes,57188
taste,vůni,2,0.6441355681719036,0.0479562097872957,0.9307083087611496,5757,no,618741
pin,směrový,8,0.4367213744168441,0.031193063948202,0.9333359661710916,5936,no,142741
rendered,aplikovatelná,6,0.3935832946606888,0.0256630524369373,0.9387876540497048,6833,no,106816
joshua,daniels,9,0.4976491984214027,0.0533915820605485,0.9031077481890702,7045,no,3272
brien,mcneill,0,0.5346082730392294,0.0,1.0,6106,no,814
raja,džafar,6,0.4408497348614715,0.0275369904407307,0.941208858079904,7146,no,1622
consistently,nadprůměrných,7,0.500380288957382,0.053968495245478,0.9026452356649732,6443,no,287966
slovakia,chorvatsko,6,0.6459923536022254,0.1318015296162366,0.8305443994097123,6013,no,576
richardson,whitford,3,0.5968355606635684,0.0259840655708368,0.9582799506047398,6092,no,6934
upgraded,zmodernizovaný,1,0.557962730376398,0.013216828318333,0.9768604668757118,7072,no,102777
roberto,sergio,2,0.6643826020933923,0.0551327724106396,0.9233751294770552,6835,no,670
lighthouse,velrybářské,8,0.4630314828386832,0.0918550090626018,0.8344616234072194,6785,no,21648
finger,dlaní,0,0.5479078013486304,0.0,1.0,7402,no,268337
refs,referenci,7,0.6121261369514865,0.0524930027562237,0.9210179189553444,6065,no,9525
invitation,pozván,2,0.5987298784637534,0.0730865285148167,0.8912105632496884,7080,no,154220
vcard,~}}}},9,0.5982606920187782,0.0618366899620371,0.9063218675758444,5957,no,309
forwards,hokejista,4,0.4882474867068896,0.0754426150104546,0.8661629594335426,7006,no,51320
compensation,úhrady,5,0.595313790693714,0.0425443252064665,0.9333012716371484,6861,no,347995
georges,georges,0,0.7357790698026496,0.0,1.0,6855,yes,1221
wore,oblékl,3,0.5954401336641598,0.0830758321378876,0.877562450517009,6932,no,155002
berry,amell,0,0.514702824594429,0.0,1.0,7232,no,76122
rendered,nesrozumitelná,7,0.3894516800472017,0.0297946670504244,0.9289327927203468,6833,no,106816
kurt,vollmer,9,0.498662449645139,0.029829569158744,0.9435572003031262,6221,no,3530
