en,es,position,score,rel_score,ratio_score,index,correctness,freqs
kills,ataca,8,0.6772019476424329,0.0244860261736905,0.9651041102492842,5756,no,89966
zhang,wei,8,0.7422583515617183,0.0874576852099612,0.8945932327037476,5838,no,4199
goddess,sacerdotisa,7,0.6585543690537657,0.2029128610685873,0.7644566688395473,6434,no,55927
integral,simpléctica,8,0.5036991638507491,0.1454275040600454,0.775964366819034,6354,no,145965
dinner,almuerzos,2,0.6857426847834687,0.0676283212997349,0.9102323811858164,6185,no,619310
twentieth,décadas,4,0.5840788251419905,0.0892452275403802,0.867455755984288,6162,no,52032
compiled,compilados,2,0.6585137811291008,0.0228511649003775,0.9664626643423054,5621,yes,115024
rochester,boston,8,0.5631162656451156,0.138588821208169,0.8024970549527372,6050,no,4242
indies,holandes,4,0.530734476180895,0.0674681654447901,0.887215199749975,5693,no,2303
henri,françois,1,0.6901536392129783,0.0459622759123156,0.9375610892688112,5858,no,666
claude,françois,1,0.6366861892582212,0.0640274855651941,0.9086253232016208,5562,no,851
ellen,cathleen,3,0.6098009058375434,0.0953620001561991,0.864766000387086,6539,no,2468
observations,observación,4,0.6891320348315133,0.182617539464444,0.7905160554716305,6317,no,156403
intelligent,amable,6,0.574122252898285,0.2362124052059616,0.7085001821857485,6531,no,246932
airfield,aeronaves,9,0.5790646065793298,0.1775769715034797,0.765308996165097,6165,no,11374
helicopter,aeroplano,8,0.6237829158684596,0.2085223504859324,0.7494640981916549,5615,no,91704
julian,timothy,7,0.4265007652675244,0.1743467547526232,0.7098319474685074,5610,no,1727
allegedly,acusó,5,0.6487899231660157,0.1235236043483934,0.8400602864668988,6214,no,115125
smooth,aplana,5,0.559318867843523,0.0330973565421843,0.9441315832014832,5746,no,409754
reflected,reflejaría,6,0.7101962429159004,0.0600932504286685,0.9219861481327678,6207,no,180001
mechanics,relatividad,5,0.605344458042935,0.1541020356081293,0.7970863821264371,5907,no,100360
melody,melodias,9,0.6211467923260983,0.213932179319479,0.7438180260988828,7109,no,57147
proceedings,juzgamiento,7,0.4910354395220946,0.0922249916651788,0.8418802532559126,5722,no,172239
acceptance,aceptabilidad,2,0.614926408520144,0.1440466132150681,0.8102085198157114,6790,no,215467
pursuit,persiguiendo,1,0.5120781115638366,0.0895582385761797,0.8511422413965891,6235,no,146544
lutheran,luteranismo,6,0.657935790781723,0.1219157243086795,0.843668029170211,5820,no,753
lancaster,lancaster,0,0.6457923958774499,0.0,1.0,6510,yes,7852
padding,#fcfdfd,4,0.671369705305057,0.0210819857142114,0.969554575448896,6540,no,40423
indo,indoeuropeo,8,0.5720680857139481,0.0584393968938362,0.9073137139433612,6639,no,476
atlas,cartography,6,0.3975823357121366,0.2963891512603425,0.5729087479467345,6055,no,12107
proven,demostrables,9,0.6217457487441679,0.0592054059915395,0.9130548416288118,5976,no,487133
secular,religiosas,8,0.607917656633725,0.1165578242168514,0.8391141904761141,7098,no,99134
catalog,colección,3,0.4937105947181026,0.1644547114348371,0.7501316008343012,6166,no,110791
antarctica,subantártica,7,0.6611305621106007,0.1213246737622339,0.844943623353871,5767,no,1133
taste,sabor,1,0.6743412966733968,0.0064162349927268,0.9905748600723912,5757,yes,618741
hopes,prometiendo,3,0.5970870452373622,0.0345248099146047,0.9453385657140682,6356,no,332841
segments,segmentadas,5,0.5624967807173866,0.2058932876898632,0.7320458759746241,6407,no,129120
armenia,azerbaiyán,1,0.679718173385393,0.0907447744545093,0.8822204562738225,5589,no,645
syracuse,syracuse,0,0.6687356588982079,0.0,1.0,6690,yes,1938
eds,isbn,7,0.5444231088818401,0.1503833065161837,0.7835608549612545,6433,no,6949
tuesday,sábado,2,0.694347070561868,0.0289661672003163,0.9599534949893452,7117,no,16279
perceived,inevitabilidad,7,0.608418891760361,0.1176280610157354,0.8379883552076413,5556,no,185271
pronounced,pronunciado,0,0.6736516130392498,0.0,1.0,5791,yes,120440
buddhism,lamaísmo,7,0.7041736499005593,0.1471717283748641,0.8271304077870358,6387,no,2144
eventual,eventual,0,0.6734097630535585,0.0,1.0,6964,yes,63600
excessive,excesiva,0,0.7604313024312397,0.0,1.0,6738,yes,283241
edu,au/,5,0.5474789412705389,0.1209363683516228,0.819070020374032,6136,no,46819
involve,involucrando,9,0.6484141394491707,0.0735678126636584,0.8981029754990864,5751,no,359878
estonia,estonias,5,0.6542160974666194,0.1461014124702915,0.8174456879222739,5651,no,625
hoping,tratando,2,0.6712914859508663,0.0282539001144099,0.9596110550119852,6371,no,396564
mixture,mezcle,9,0.5791790248192459,0.1777228734003669,0.7651969511261535,6335,no,274176
sad,bijelo,3,0.4666166692357429,0.0780932413246723,0.8566333385703825,6829,no,358106
catholics,católicas,9,0.6650220691710504,0.114395028771757,0.8532300239837038,5627,no,2277
paradise,perdición,5,0.510996571429158,0.1006519198509454,0.8354415627833993,6542,no,88552
seeds,semilla,1,0.6604082209049933,0.0530783642575805,0.9256070606492396,5743,yes,242701
distant,lejano,3,0.6092857104789855,0.1010934563992946,0.8576908486160371,6581,yes,166675
automobile,automóvil,1,0.7927454210783665,0.004148096707837,0.99479466626939,6210,yes,330119
consist,componen,0,0.6828026466938198,0.0,1.0,5834,no,201673
coin,acuñarse,4,0.5591524941037592,0.1387618107806072,0.8011764341130708,6172,no,126345
transformed,transformándola,6,0.6597248291099086,0.1256124372786956,0.8400528758092328,6834,no,159284
divorce,matrimonial,6,0.6969181607900456,0.1337476759132688,0.8389873881847882,6512,no,266134
licence,licencias,1,0.6127736304470421,0.0742949468533162,0.8918667665675568,6265,no,102241
mesa,croudcroft,0,0.4598250393705198,0.0,1.0,6529,no,11716
geological,geomorfología,8,0.653088766765403,0.1464174526083449,0.8168651486876068,6183,no,35650
ernst,diederich,8,0.6419133788553979,0.1193448630934033,0.8432268361549905,6630,no,665
armenia,azerbaiján,6,0.6097804144199981,0.1606825334199042,0.7914467738255297,5589,no,645
connor,farrell,0,0.602821840233655,0.0,1.0,6074,no,1107
bicycle,motocicletas,4,0.5958922483172199,0.1468603717846944,0.8022755251074799,6473,no,131062
extraordinary,excepcionales,9,0.5181159608506594,0.1953319759049798,0.7262141134036493,6401,no,264752
acknowledged,afirmando,4,0.6517536798319239,0.0889327670148264,0.8799319639323347,6705,no,171634
mainland,estrecho,6,0.5352945871910704,0.0705227028599781,0.8835908053168379,5595,no,64551
interim,destituido,8,0.543967132610084,0.1582110775882099,0.7746852931486845,6463,no,93509
epic,epopeya,3,0.6235360737652041,0.0940166762722929,0.8689759376333239,5545,no,116222
expertise,experto,3,0.6086033496805205,0.0913700012173013,0.8694664574014062,7082,no,567356
nephew,tío,1,0.8069248365233317,0.0675974850114831,0.9227035338642388,5841,no,46102
handling,manejaron,9,0.5079914949182358,0.1361839530016735,0.7885918293821634,5685,no,350785
memories,memoria,1,0.6271684292694629,0.1693882278537929,0.7873494291472822,6178,no,305843
churchill,winstone,2,0.5265982409119779,0.2091876121652294,0.7156949793335059,6945,no,2825
guild,guilda,3,0.5318285400689606,0.1386253647821529,0.7932365464961574,6118,no,38482
sovereign,monarquía,6,0.5713894005574074,0.144286987739461,0.7983907390282525,6859,no,84672
rebels,guerrillas,7,0.5867962645932641,0.179743735396595,0.7655129081339879,5640,no,51578
agenda,ideológica,8,0.5574197204290433,0.0428405819337308,0.9286299930795028,6574,no,282725
reflects,reflejar,5,0.6598792599292177,0.1411947620193799,0.8237431770962609,7107,no,198962
shrine,venerada,2,0.6150075150989236,0.0474704889891282,0.9283440526384348,6587,no,28783
wishes,convence,9,0.6023312766020785,0.1189783852707374,0.835052278432233,6046,no,260230
twitter,hashtag,7,0.6169914725673313,0.2197932769070349,0.73733594326964,5679,no,145790
offense,tacleadas,5,0.530141892775823,0.0307072418479307,0.9452486596622268,6702,no,215964
boeing,aviones,3,0.7330842422044535,0.1368833455696844,0.8426569593013133,6635,no,2189
quarterback,touchdown,4,0.611992534116556,0.1218017706546523,0.834011016625934,5943,no,88293
apollo,zeus,9,0.5201877577838392,0.2258224042379375,0.697293125839021,6807,no,2219
dollar,dólares,1,0.6760558527935812,0.0717318755873832,0.9040745483445016,5676,no,441398
jennifer,jennifer,0,0.7442994466908973,0.0,1.0,5745,yes,10140
ghana,zambia,2,0.712986107688789,0.1230306781652867,0.8528370718781699,5775,no,3253
streams,arroyos,2,0.5631774523731665,0.055826225772107,0.909812772131856,5585,yes,143285
speculation,especulaban,4,0.6376933098968735,0.1168474922179426,0.8451409229422131,6659,no,106703
girlfriend,enamorándose,9,0.6431387465275518,0.1887840868745336,0.7730750025185444,5970,no,208460
ecuador,colombia,2,0.7013040640852295,0.0656899560747685,0.914354017960837,5711,no,943
syracuse,siracusa,1,0.6406216670240805,0.0281139918741273,0.9579594844389676,6690,yes,1938
pastor,metodista,7,0.5677043197745315,0.0722214798979783,0.8871408529943025,6672,no,103447
vinyl,digipack,7,0.6359885849446891,0.1999332569874595,0.7608230256008934,6287,no,112348
extending,extendían,8,0.5823810225903066,0.0975132853747636,0.8565758173992928,6233,no,129022
aims,propósito,9,0.5830506934120837,0.1245645259262379,0.8239657337462075,5726,no,271185
northeastern,suroriental,9,0.632354098051914,0.0709893023054781,0.8990687873527978,5763,no,22339
phrases,interjecciones,2,0.6343799348996552,0.1325942725573404,0.8271202978298654,6774,no,222733
aggressive,amenazante,8,0.5837212087995021,0.1895840510136142,0.7548393100812081,6451,no,250253
adequate,insuficientes,7,0.6241660134213967,0.0854171404074284,0.8796234945171291,6926,no,350679
appreciated,agradecere,4,0.5859845564885556,0.0422257368531259,0.9327840735806608,6697,no,219010
bike,bicicletas,2,0.6722264928904795,0.0738866428125597,0.9009712612244272,7002,yes,539581
albania,macedonia,2,0.6814409676514392,0.1073215531918142,0.8639367992826554,5692,no,522
badge,condecoración,6,0.5218574883177534,0.1527520341002756,0.773569703622385,6744,no,53644
requiring,requieren,4,0.7180238547052922,0.0480389529470119,0.9372911039837146,5759,no,225178
exhibited,exhibido,1,0.68583133158719,0.0216291864981408,0.9694270055427574,5964,yes,71095
randy,steve,4,0.6203013648107443,0.0840656337687733,0.880650805704545,6732,no,5351
bones,esqueletos,7,0.6216735765278659,0.2019830439500408,0.7547727548977327,6125,no,205565
sue,cathy,3,0.5046200395447694,0.0683518547728089,0.8807064439797393,6980,no,70715
marion,harrisville,1,0.5880195172997944,0.1180417149165459,0.8328166035316645,6441,no,1539
imprisoned,apresado,5,0.7637915376238821,0.0975699218765364,0.8867259257999237,6121,no,46477
involve,conllevan,6,0.6693601902557996,0.0526217618570294,0.9271148514127872,5751,no,359878
crop,siembra,8,0.5616309181323609,0.1036700483455799,0.8441757135956043,6843,no,180772
collapse,derrumbó,7,0.6308644241369668,0.1393827612582221,0.8190415182280616,5550,no,175909
yeah,puedo,6,0.6268210891571435,0.0400178194467389,0.9399887755042344,5802,no,206356
phrases,adjetivos,7,0.6056632186724726,0.161310988784523,0.7896787307628363,6774,no,222733
submarines,antisubmarino,6,0.72870357644033,0.100929574690382,0.8783443326091485,7089,no,17118
mere,justificable,5,0.4381603293771283,0.0587927412772161,0.8816935748081746,6004,no,234159
measuring,diámetros,6,0.591344928566299,0.0968108758226802,0.8593183764414519,6879,no,153363
chi,shen,4,0.5012627612178826,0.2050310578112401,0.7097085486418705,5654,no,31885
roberto,aldo,9,0.5799518607287498,0.0765950158377654,0.8833365619857526,6835,no,670
diplomat,estadista,3,0.6740390318559262,0.1673505756776511,0.8011021598326876,6717,no,20902
autobiography,novelado,9,0.6041588969724504,0.2201154906307569,0.7329584736087699,6609,no,24649
forcing,obligarle,9,0.6576941115131556,0.1251333510064166,0.8401520679874104,6113,no,133762
dialect,dialectales,5,0.7295941624221518,0.1379555114190874,0.8409825793510318,5852,no,28135
interpreted,malinterpretado,5,0.5504861532097378,0.1004965784720777,0.8456232806476378,6302,no,94172
ethics,moralidad,6,0.6438191924884661,0.1676169820414567,0.7934317112019812,6008,no,152610
stem,meristemo,9,0.5182085607279596,0.0302501257509595,0.9448452062175112,5546,no,175028
hammer,hammer,2,0.503804935982437,0.0724601291103049,0.874259028527708,5675,yes,76574
galaxy,interestelares,7,0.5988060273716493,0.1286542631558491,0.8231459987148454,5710,no,59252
silly,parecerme,3,0.6443108681639964,0.0393004744810641,0.942510499710258,7119,no,176131
rivals,archirrival,4,0.5809977882986886,0.1939405297214839,0.749734236633224,6486,no,86609
screenwriter,dramaturgo,7,0.6828277759638941,0.1722785973778019,0.798529630056961,6552,no,13265
dale,mcmurray,7,0.4973185059847489,0.0626070923000253,0.8881867653634513,6167,no,3913
sanctuary,altar,3,0.5540950258010238,0.1225478000538711,0.8188884957155352,6481,no,64770
abilities,agilidad,7,0.6744683976845701,0.1903581091514764,0.7798886740325544,5485,no,284599
survivors,sobreviviendo,7,0.6254421729175662,0.2025937898204728,0.755332136601214,5699,no,100705
attract,atrayendo,3,0.6307018562685949,0.17713720982946,0.7807271060991754,7048,no,346464
exhibit,exhibidos,9,0.5690099225777512,0.1301648609631258,0.8138307272697631,5792,no,215828
incomplete,completa,5,0.5401185353100363,0.157783302921148,0.7739176281279813,6246,no,78064
sanctions,bloqueos,5,0.5715866448589698,0.1757604490123236,0.7648208570640501,6559,no,98592
herald,daily,3,0.5832222848779944,0.154991087841503,0.7900456784323308,5628,no,12258
opposing,desacuerdo,9,0.5550435114076534,0.1126610694895106,0.8312710849787295,5523,no,103954
duncan,duncan,0,0.6438181636493309,0.0,1.0,5778,yes,1804
owen,gidley,8,0.5430764246711056,0.1692106198318929,0.7624404077853748,5531,no,4635
ips,vandalizan,7,0.5155624269783943,0.0858799031113464,0.8572100784816188,5622,no,1532
galaxy,galaxia,0,0.7274602905274985,0.0,1.0,5710,yes,59252
confusing,incorrecto,1,0.6457018408049696,0.0302905924882012,0.9551909296667164,6374,no,152052
circles,triángulos,4,0.5350331519383754,0.2213202886341164,0.7073850970168168,6583,no,160387
screenwriter,actor,3,0.7162343120463112,0.1388720612953848,0.8375967416162711,6552,no,13265
karen,erin,9,0.5454185015062631,0.0989434573892574,0.8464473949411087,6269,no,15155
trace,descubrir,6,0.4373358142648958,0.0609378722976756,0.8777020060640444,6900,no,137102
copied,copiadas,3,0.6745589632455604,0.1106386782553359,0.8590944847416361,5940,no,82587
hosting,webshow,9,0.4529329146984791,0.0627487806804182,0.8783187744635504,6186,no,619516
janeiro,recife,8,0.6822808606455001,0.1753883513966344,0.7955058326286076,6777,no,954
comparable,equiparables,7,0.5805863076389682,0.1297896706966509,0.8172943981006472,6104,no,176111
stored,almacenarse,7,0.7355088940598944,0.0900103553425751,0.8909651647642053,5883,no,340200
notre,fourvière,8,0.5114843985467454,0.237484539089952,0.6829180395126764,6005,no,1690
discrimination,discriminación,0,0.8410502245579565,0.0,1.0,6063,yes,170631
bench,suplente,3,0.4518396757795387,0.0615999392221991,0.8800249582962337,6537,no,169874
rica,paraguay,9,0.5848947009939792,0.0980968185894409,0.8563718351155025,6681,no,4915
scouts,lobatos,5,0.4381718953725863,0.1854801040704586,0.7025903801541525,6570,no,25786
rachel,carrie,5,0.6425622669988447,0.0641803434255747,0.9091885185937316,5910,no,6256
edu,http,7,0.532869520844419,0.1355457887777427,0.7972132193465716,6136,no,46819
hearts,corazonada,9,0.4697030048699179,0.0817917826503918,0.8516907421407319,6230,no,273272
demo,remasterizado,9,0.5839038364950591,0.1866479233505371,0.7577736719621044,6296,no,128035
housed,alojado,9,0.5875500691837355,0.1046538736472731,0.8488106363288617,5581,no,70928
concerto,violonchelos,9,0.7352790960445744,0.0427189116475081,0.945091232592956,6778,no,7740
zimbabwe,tanzania,2,0.7186687577750774,0.0173911937917691,0.9763725852021312,6521,no,1329
slovenia,serbia,3,0.7010345899533437,0.1137425269342766,0.8604004400997864,5510,no,476
naples,napoles,8,0.6595112475874679,0.1655215538086728,0.7993757902369782,6698,no,1879
rica,guatemala,3,0.6625549706611911,0.0204365489222291,0.9700778877390834,6681,no,4915
giovanni,battista,6,0.7125382103787137,0.0729340041925835,0.9071462964066906,5625,no,687
pursuit,perseguían,9,0.4465910402769564,0.1550453098630599,0.7422939790340511,6235,no,146544
louisville,kentucky,2,0.6757153531851139,0.0325082486235397,0.954098891168664,6431,no,8400
kenny,delaney,2,0.5855275666407985,0.0663054615047457,0.898278456841342,6362,no,3023
css,monobook,2,0.529074829677649,0.1832216452785864,0.7427733370576572,6126,no,19098
tin,latón,6,0.486971027073755,0.1186997922889022,0.8040192981167408,7010,no,86913
lou,bob,4,0.5091792859209427,0.0488984802986591,0.9123805260512424,7028,no,1949
bread,hogaza,2,0.6601602174063741,0.0459344546998502,0.9349457565473036,7027,no,314792
beetles,himenópteros,9,0.6261755912376804,0.0514784325583737,0.9240343438529236,6377,no,17842
councils,colegiadas,5,0.5405898026621173,0.0507475268393716,0.914181763424012,6925,no,63502
destination,turísticamente,7,0.5350780057830224,0.1409644038367761,0.7914858567585228,5691,no,393635
indo,indoeuropea,9,0.5701455033130383,0.060361979294746,0.9042644521123072,6639,no,476
renewed,renovarle,4,0.5639018027979403,0.0597792652603128,0.9041509060930332,7106,no,117953
filter,realimentación,6,0.49562341490401,0.1708125949680536,0.7436924289237542,5507,no,301947
simpson,douglass,7,0.5605041281950529,0.1367186028158271,0.8039097167448866,5661,no,4937
gibraltar,mazalquivir,8,0.5263684236277905,0.2372080542193059,0.689346043125747,7105,no,419
independently,independientes»,4,0.527337561164333,0.1411601718459076,0.7888397149676718,5509,no,137261
